~id,product_item:String,product_line:String,product_desc:String,~label
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
5067-4627,2000,UF,High Sensitivity DNA Reagents,product
G2938-85004,2010,UF,High Sensitivity DNA Reagent I,product
G2938-90402,3050,UF,2100 MSDS Link Tech Note ENG,product
G2938-90402,2020,UF,2100 MSDS Link Tech Note ENG,product
5067-1504,3000,UF,DNA 1000 kit,product
5067-1522,3010,UF,DNA-25-Chips,product
G2938-80020,3030,UF,Reagents DNA 1000,product
G2938-90015,3040,UF,Agilent DNA 1000 Kit Quick Start Guide,product
5188-6564,4000,58,ICP-MS stock tuning solution (100 mL),product
5188-6525,3000,AA,ICP-MS internal Std Mix,product
5190-8575,2000,58,"Mercury std, 10 ug/ml 5pct HNO3, 100ml",product
6040-0798,1000,58,"Agilent Vacuum Fluid 45 Gold, 1 Gal",product
122-5532,1000,JW,"DB-5MS 30m, 0.25mm, 0.25um",product
5041-2168,1000,AA,"Glass filter, solvent inlet",product
G8612A,3000,9H,"Helium Leak Detector, BR15 configuration",product
G8612-64000,3010,9H,"Bench, Leak Detector, DS302, 120VAC",product
R2840001,3020,9H,"POWER CORD, 20A, 125V, 2.5M",product
5500-1227,1000,8P,Capillary ST 0.17x150 SL-SL,product
M351501-2,1000,PT,"Mo a Hu Cytoker, cl AE1/AE3",product
37-4010,1000,29,3 PLASTIC DISKS FOR 37-2030,product
5182-0549,1000,58,"250ul insert, polypropylene  100/PK",product
5182-0840,1000,58,20ml Headspace supply kit high temp100PK,product
5188-2759,2000,58,Hdsp cap 18mm magnetic PTFE/sil 100pk,product
AR3069A-2,1020,PT,Artisan Gram Yellow Stain Kit Box 1,product
AR41030-7,1010,PT,"Artisan - Slide clips, 50 per Box",product
AR30692-2,1000,PT,Artisan Gram Yellow Stain Kit,product
AR3069B-2,1030,PT,Artisan Gram Yellow Stain Kit Box 2,product
IR50361-2,7008,PT,"FLEX Poly Rb a Hu CD3, RTU",product
A450229-2,1000,PT,"Rb a Hu CD117, c-Kit",product
401333,1000,SR,"QPCR 96-Well plates, non-skirted, pk/25",product
07673-40180,2000,58,"Diffusion caps for 4ml vials, 12/PK",product
5182-0551,1000,58,4ml wash/waste vial  25/PK,product
CP4005,3000,58,"Tubing,SS,1/16in.ODx0.50mmID,1 m,1/pk",product
CP4044,2000,58,"Tubing,SS,1/16 in.ODx 0.25mmID,10m,1/pk",product
5190-1442,1000,58,Precision Tubing Cutter for 1/16 inch SS,product
CP4003,4000,58,"Tbg,ss,1/16 in X 0.25 mm,ss 316 1 m,1/p",product
5183-4491,1000,58,"Vial,crimp,2ml,clr,cert,1000pk",product
5181-3375,1010,58,"Vial,crimp,2ml,clr,cert,100PK",product
2010090400,1000,AA,"Torch one piece, axial 2.4mm id injector",product
201160-100,1000,XF,PLATE SEAL 96 SOLID 2ML 100/CS,product
200315,1000,SR,"XL10-Gold Competent Cells, 10 x 100 ul",product
5182-0565,1000,58,Blue Box,product
5062-3514,1000,58,"Ferrule, 0.5mm VG 0.32 col 10/PK",product
G3452-60730,1000,AA,Split/Splitless Inlet Insert w/Vent Full,product
G2938-80038,1050,UF,RNA 6000 Nano ladder,product
G2938-90037,1070,UF,Quick Guide RNA 6000 Nano Kit,product
5065-9940,1010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1511,1000,UF,RNA 6000 Nano kit,product
5067-1521,1020,UF,RNA-NANO-25 Chips,product
G2938-90402,1060,UF,2100 MSDS Link Tech Note ENG,product
G2938-80023,1040,UF,Reagents RNA Nano,product
G2938-68706,1030,UF,Syringe Kit,product
5067-5584,1000,UF,High Sensitivity D1000 ScreenTape,product
5067-5585,2000,UF,High Sensitivity D1000 Reagents,product
5190-2243,1000,58,"Vial,screw,250uL,PP,cert,1000PK",product
F011102-2,1000,PT,Rb a Hu Fibrinogen/FITC,product
G1544-80700,1000,58,"Liner, Direct Connect, dual taper",product
AR15892-2,5000,PT,Artisan Iron Stain Kit,product
AR1629C-2,4020,PT,Artisan Acid-Fast Bacteria(AFB)Stain Kit,product
AR41030-7,5010,PT,"Artisan - Slide clips, 50 per Box",product
AR1589C-2,5020,PT,Artisan Iron Stain Kit,product
AR1721A-2,6010,PT,Artisan PAS - Green Stain Kit Box 1,product
AR1791A-2,7010,PT,Reticulin-NFR Box 1,product
AR17211-2,6000,PT,Artisan PAS - Green Stain Kit,product
AR41030-7,4010,PT,"Artisan - Slide clips, 50 per Box",product
AR31411-6,2000,PT,Artisan Maintenance Kit,product
AR41030-7,2010,PT,"Artisan - Slide clips, 50 per Box",product
AR16292-2,4000,PT,Artisan Acid-Fast Bacteria(AFB)Stain Kit,product
AR10211-2,3000,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
AR3141C-6,2020,PT,Artisan Maintenance Kit,product
AR41030-7,7030,PT,"Artisan - Slide clips, 50 per Box",product
AR1791B-2,7020,PT,Reticulin-NFR Box 2,product
AR17911-2,7000,PT,Artisan Ret/Nuc Fast Red Stain Kit,product
AR41030-7,6030,PT,"Artisan - Slide clips, 50 per Box",product
AR1721B-2,6020,PT,Artisan PAS - Green Stain Kit Box 2,product
B035715,1000,RP,Rb a Escherichia Coli,product
500-2114,1000,58,"Ferrule, 0.4mm G 0.05-0.25 col 10/PK",product
G3870-20448,2000,AA,"Extraction Lens, 6mm",product
FR48150-2,1000,RP,"MultiM, Rb a Hu Kappa /FITC+Lambda /RPE",product
103022-100,1000,XF,Seahorse XFp FluxPak,product
AR1791A-2,1010,PT,Reticulin-NFR Box 1,product
AR1791B-2,1020,PT,Reticulin-NFR Box 2,product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
AR17911-2,1000,PT,Artisan Ret/Nuc Fast Red Stain Kit,product
11484-302,1000,V1,"30 uL Tips, Conductive",product
5067-5592,1000,UF,High Sensitivity D5000 ScreenTape,product
5067-5593,2000,UF,High Sensitivity D5000 Reagents,product
883975-902,1000,BC,SB-C18 Analytical HPLC Col 4.6 x 150,product
5067-5152,1000,UF,Loading Tips (10EA/PK),product
G4581-60260,2000,AA,Intuvo Compression Bolt,product
G4581-20006,1000,AA,Guard Chip Compression Bolt,product
8120-1378,13060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G7115-64000,13030,29,1260 Infinity II DAD,product
01046-60105,13040,29,"Cable, Universal Data",product
G4231A,12000,29,"2pos/6port Valve head, 800 bar",product
8120-1378,11070,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
8120-1378,9130,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G7116-68073,11060,29,Column ID Upgrade Kit 1260 MCT,product
G1315-60022,13050,29,"Standard flow cell 10mm, 13uL, 120bar",product
H1142H,9160,74,Familiarization at Installation (44L),product
UP_FRONT_SERVICE_H,13070,74,Up Front Support Services for Hardware,product
M8307-64000,14010,LI,OpenLAB CDS LC ChemStation Upgrade,product
G7111-90300,9120,29,Infinity II Iso- Quat- System Manual ENG,product
H1141H,13080,74,Installation (44K),product
G4800-64600,11010,29,InfinityLab LC Series User Documentation,product
G4800-64600,2040,29,InfinityLab LC Series User Documentation,product
H1141H,2080,74,Installation (44K),product
M8500-64001,2050,29,Agilent Instrument Driver for LC - QTY1,product
8120-1378,2060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,2070,74,Up Front Support Services for Hardware,product
H1142H,2090,74,Familiarization at Installation (44L),product
G7116-68755,11050,29,Accessory Kit 1260 MCT,product
G7116-68755,3050,29,Accessory Kit 1260 MCT,product
G7116A,3000,29,1260 Infinity II Multicolumn Thermostat,product
G4279-64000,9100,29,Instrument Control Framework (ICF),product
M8555-64010,9090,29,Agilent Lab Advisor Basic Software,product
G4800-64600,9080,29,InfinityLab LC Series User Documentation,product
G4800-64600,3010,29,InfinityLab LC Series User Documentation,product
UP_FRONT_SERVICE_H,9140,74,Up Front Support Services for Hardware,product
H1141H,11090,74,Installation (44K),product
H1142H,11100,74,Familiarization at Installation (44L),product
5067-4282,12010,29,2pos/6port Valve Head 800 bar,product
8120-1378,1130,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G7129-60010,10020,29,Drawer for 66 x 2 ml Vials,product
G7129-64000,10010,29,1260 Infinity II Vialsampler,product
G7167-60101,10030,29,InfinityLab Sample Thermostat,product
G7115A,13000,29,1260 Infinity II Diode Array Detector WR,product
UP_FRONT_SERVICE_H,11080,74,Up Front Support Services for Hardware,product
5067-4730,12020,29,Capillary kit 0.17mmID G1316C 2/10 vlv,product
M8500-64001,10050,29,Agilent Instrument Driver for LC - QTY1,product
8120-1378,10060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
G7116A,11000,29,1260 Infinity II Multicolumn Thermostat,product
H1141H,1150,74,Installation (44K),product
G7129-60010,2020,29,Drawer for 66 x 2 ml Vials,product
UP_FRONT_SERVICE_H,10070,74,Up Front Support Services for Hardware,product
H1142H,1160,74,Familiarization at Installation (44L),product
G7129A,2000,29,1260 Infinity II Vialsampler,product
UP_FRONT_SERVICE_H,12030,74,Up Front Support Services for Hardware,product
G4800-64600,10040,29,InfinityLab LC Series User Documentation,product
G7129-64000,2010,29,1260 Infinity II Vialsampler,product
G7167-60101,2030,29,InfinityLab Sample Thermostat,product
H1141H,12040,74,Installation (44K),product
5023-0202,13010,29,Patch Cable Shielded 7M,product
H1141H,10080,74,Installation (44K),product
H1142H,10090,74,Familiarization at Installation (44L),product
G7129A,10000,29,1260 Infinity II Vialsampler,product
5023-0203,13020,29,Patch Cable Crossover Shielded 3M,product
H1141H,9150,74,Installation (44K),product
01046-60105,5040,29,"Cable, Universal Data",product
R26J091,8010,74,CrossLab Qualification OQ,product
UP_FRONT_SERVICE_S,14020,74,Up Front Support Services for Software,product
SYS-LC-1260,7000,74,LC 1260 System,product
R26J091,16010,74,CrossLab Qualification OQ,product
SYS-LC-1260,15000,74,LC 1260 System,product
SYS-SW-OLAB-E,16000,74,OpenLAB CDS WorkStation,product
R26N091,15020,74,CrossLab Qualification IQ,product
R26J091,15010,74,CrossLab Qualification OQ,product
H1147S,14050,74,1 Year Phone Assist      (44W),product
H1141S,14030,74,Installation (44K),product
H1142S,14040,74,Familiarization at Installation (44L),product
G7116-64002,11020,29,1260 Infinity II MCT with valve drive,product
G7116-60051,11030,29,Quick-Connect Heat Exchanger Large ID,product
H1142S,6040,74,Familiarization at Installation (44L),product
G7116-68003,11040,29,Column Holder Lamella 2/PK for Inf. II,product
5023-0202,5010,29,Patch Cable Shielded 7M,product
5023-0203,5020,29,Patch Cable Crossover Shielded 3M,product
H1141S,6030,74,Installation (44K),product
UP_FRONT_SERVICE_S,6020,74,Up Front Support Services for Software,product
H1147S,6050,74,1 Year Phone Assist      (44W),product
M8307-64000,6010,LI,OpenLAB CDS LC ChemStation Upgrade,product
M8307AA,6000,LI,OpenLAB CDS LC ChemStation Upgrade,product
H1141H,5080,74,Installation (44K),product
UP_FRONT_SERVICE_H,5070,74,Up Front Support Services for Hardware,product
8120-1378,5060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
H1142H,5090,74,Familiarization at Installation (44L),product
G1315-60022,5050,29,"Standard flow cell 10mm, 13uL, 120bar",product
G7115-64000,5030,29,1260 Infinity II DAD,product
G7115A,5000,29,1260 Infinity II Diode Array Detector WR,product
G7116-64002,3020,29,1260 Infinity II MCT with valve drive,product
G7116-60051,3030,29,Quick-Connect Heat Exchanger Large ID,product
G7116-68003,3040,29,Column Holder Lamella 2/PK for Inf. II,product
G7116-68073,3060,29,Column ID Upgrade Kit 1260 MCT,product
695975-902T,9070,29,"Poroshell 120 EC-C18,4.6x 100mm,2.7um,T",product
9301-6526,9060,29,"Solvent bottle amber, 1000ml",product
G4409-90009,9110,29,Green Program Kit: US,product
9301-6524,9050,29,"Solvent bottle clear, 1000ml",product
G7120-60007,9030,29,Bottle Head Assembly,product
8120-1378,3070,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
5067-5760,9020,29,Solvent cabinet Infinity II,product
UP_FRONT_SERVICE_H,3080,74,Up Front Support Services for Hardware,product
R26N091,16020,74,CrossLab Qualification IQ,product
H1141H,3090,74,Installation (44K),product
H1142H,3100,74,Familiarization at Installation (44L),product
G4231A,4000,29,"2pos/6port Valve head, 800 bar",product
G7111-64065,9010,29,1260 Quat Pump 600bar Inf II AIV ASW,product
G7120-68708,9040,29,InfinityLab System Tool kit,product
G7111B,9000,29,1260 Infinity II Quaternary Pump,product
R26N091,8020,74,CrossLab Qualification IQ,product
SYS-SW-OLAB-E,8000,74,OpenLAB CDS WorkStation,product
R26N091,7020,74,CrossLab Qualification IQ,product
R26J091,7010,74,CrossLab Qualification OQ,product
H1142H,13090,74,Familiarization at Installation (44L),product
M8307AA,14000,LI,OpenLAB CDS LC ChemStation Upgrade,product
H1141H,4040,74,Installation (44K),product
5067-4282,4010,29,2pos/6port Valve Head 800 bar,product
5067-4730,4020,29,Capillary kit 0.17mmID G1316C 2/10 vlv,product
UP_FRONT_SERVICE_H,4030,74,Up Front Support Services for Hardware,product
G7111-90300,1120,29,Infinity II Iso- Quat- System Manual ENG,product
G7120-60007,1030,29,Bottle Head Assembly,product
G7111B,1000,29,1260 Infinity II Quaternary Pump,product
G7111-64065,1010,29,1260 Quat Pump 600bar Inf II AIV ASW,product
5067-5760,1020,29,Solvent cabinet Infinity II,product
G7120-68708,1040,29,InfinityLab System Tool kit,product
9301-6524,1050,29,"Solvent bottle clear, 1000ml",product
M8555-64010,1090,29,Agilent Lab Advisor Basic Software,product
9301-6526,1060,29,"Solvent bottle amber, 1000ml",product
695975-902T,1070,29,"Poroshell 120 EC-C18,4.6x 100mm,2.7um,T",product
G4800-64600,1080,29,InfinityLab LC Series User Documentation,product
G4279-64000,1100,29,Instrument Control Framework (ICF),product
UP_FRONT_SERVICE_H,1140,74,Up Front Support Services for Hardware,product
G4409-90009,1110,29,Green Program Kit: US,product
5067-5578,3000,UF,RNA ScreenTape Ladder,product
5067-5577,2000,UF,RNA ScreenTape Sample Buffer,product
5067-5576,1000,UF,RNA ScreenTape,product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
AR16511-2,1000,PT,Artisan PAS Stain Kit,product
AR1651A-2,1010,PT,Artisan PAS Stain Kit Box 1,product
AR1651B-2,1020,PT,Artisan PAS Stain Kit Box,product
M350501-2,1000,PT,"Mo a Hu Mesothelial Cell, cl HBME-1",product
R2126A,2000,74,Agilent Informatics Project Services,product
R2126A,1000,74,Agilent Informatics Project Services,product
F043401-2,1000,RP,"Rb a Hu Kappa /FITC, Rb F(ab)2",product
S7898A,1000,XF,Seahorse Custom Microplate,product
2140-0605,4000,58,"Lámpara de deuterio, UV-Vis 8453",product
G4513-40525,3000,AA,"Needle support insert, standard, 7693",product
8710-1346,2000,58,Cleaning Brush for SSL or FID,product
5180-4152,1000,58,Cleaning Wires 0.010in id/530um jet 5/PK,product
5190-1004,1000,9P,"Captiva EMR-Lipid, 6mL 600mg 50/pk",product
5067-1562,2000,AA,"Replacement frits,4.6mm,0.2um, 10/pk",product
07673-40180,3000,58,"Diffusion caps for 4ml vials, 12/PK",product
12256026,4000,9P,"Mega BE-SI, 5gm 20ml, 20/pk",product
G4301-60220,1000,8P,Booster Pump Piston Kit,product
AR17611-2,66006,PT,Artisan GMS Stain Kit,product
AR1761A-2,66016,PT,GMS Kit Box 1,product
AR1761B-2,66026,PT,GMS Kit Box 2,product
AR41030-7,66036,PT,"Artisan - Slide clips, 50 per Box",product
699968-301,1000,BC,"Poroshell 120 Bonus RP,3.0x50mm,2.7um",product
5190-4842,3000,GE,"SureSelectXT Custom 6-11.9Mb, 96, RO",product
5190-4842,1000,GE,"SureSelectXT Custom 6-11.9Mb, 96, RO",product
600679,2000,SR,"Herculase II Fusion DNA Plymerase,400rxn",product
K800221-2,1000,PT,"EnV FLEX+, High pH (Link)",product
5500-1306,1000,58,Capillary ST 0.12x700 M/M,product
M085401-1,13529,PT,"Mo a Cytomegalovirus, cls CCH2 + DDG9",product
B047101-1,14529,PT,Rb a Helicobacter Pylori,product
0950-3067,2000,8P,LV Power Supply,product
G3452-60810,1000,8P,SSL Manifold Assy 150 PSI,product
05980-60051,1000,58,"Cloth, lint free  15/PK",product
123-1364,1000,JW,"DB-624 60m, 0.32mm, 1.80u",product
210518,1000,SR,QuikChange Lightning 10 rxn,product
210518-5,1010,SR,QUIKCHANGE LIGHTNING 10 REACT,product
200517-4,1020,SR,-80 10rxn QUIKCHANGE  PARTS,product
AR41030-7,19011,PT,"Artisan - Slide clips, 50 per Box",product
AR10211-2,17001,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
AR1759C-2,19021,PT,Artisan Gram Stain Kit,product
AR17592-2,19001,PT,Artisan Gram Stain Kit,product
AR41030-7,18021,PT,"Artisan - Slide clips, 50 per Box",product
AR15811-2,18001,PT,Artisan Iron Stain Kit,product
AR1581C-2,18011,PT,Artisan Iron Stain Kit,product
F043401-2,1000,RP,"Rb a Hu Kappa /FITC, Rb F(ab)2",product
R043701-2,2000,RP,"Rb a Hu Lambda /RPE, Rb F(ab)2",product
F011702-2,1000,PT,Rb a Hu Albumin/FITC,product
CP8860,1000,JW,VF-200ms 30m x 0.25mm x 1.0um,product
CP9152,2000,JW,VF-1701ms 30m x 0.25mm x 1.0um,product
G3182-61580,3000,AA,"Ultimate Union Kit, Deactivated",product
A009902-2,1000,PT,Rb a Hu Lysozyme EC 3.2.1.17,product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
AR1659B-2,1020,PT,Artisan PAS Stain Kit Box 2,product
AR16592-2,1000,PT,Artisan PAS Stain Kit,product
AR1659A-2,1010,PT,Artisan PAS Stain Kit Box 1,product
210515,1000,SR,"QC Lightning Multi, 10 Reaction Kit",product
210515-5,1010,SR,"QC Lightning Multi, 10 Reaction -20 Part",product
200517-4,1020,SR,-80 10rxn QUIKCHANGE  PARTS,product
AR41030-7,17032,PT,"Artisan - Slide clips, 50 per Box",product
AR1731B-2,17022,PT,Massons Trichrome Kit Box 2,product
AR1731A-2,17012,PT,Massons Trichrome Kit Box 1,product
AR17311-2,17002,PT,Artisan Massons Trich kit,product
G6500-65555,1000,8P,"PCB, LCD Replacement for handheld Termin",product
201308-100,1000,XF,RESERVOIR 4 CL PART PYR PP 73ML 25/CS,product
5182-0716,1000,58,"Vial,screw,2ml,ambr,WrtOn,cert,100PK",product
5182-0723,2000,58,"Caps, screw type, color blue,  100/PK",product
102601-100,2000,XF,Seahorse XFe96 FluxPak mini,product
103015-100,1000,XF,Seahorse XF Cell Mito Stress Test Kit,product
AR41030-7,11013,PT,"Artisan - Slide clips, 50 per Box",product
AR1759C-2,11023,PT,Artisan Gram Stain Kit,product
AR30911-2,50003,PT,Artisan Clearing Solution,product
AR17592-2,11003,PT,Artisan Gram Stain Kit,product
AR41030-7,51013,PT,"Artisan - Slide clips, 50 per Box",product
AR3141C-6,51023,PT,Artisan Maintenance Kit,product
AR31411-6,51003,PT,Artisan Maintenance Kit,product
160-2635-5,1000,JW,"FS, Deact -.100mm X 5m (Ret.Gap,no cage)",product
102365-100,2000,XF,Seahorse XF Assay Medium,product
100840-000,1000,XF,Seahorse XF Calibrant Solution 500mL,product
G1544-60550,1060,AZ,SSL/MMI Ship Kit,product
G3430-20029,1090,AZ,7890 INLET TEE For GAS Supplly Tubing,product
G1532-60590,1050,AZ,TCD Ship Kit,product
G3430-60580,1070,AZ,Ship Kit - Mainframe,product
G3470-60502,1080,AZ,7890 Aux EPC Restrictor Kit,product
G3430-60009,1100,AZ,7890 GAS Supply Plumbing TEE,product
K4607AA,2000,LI,Partner-only OpenLAB CDS ChemSt. Ed. SW,product
G3430-90055,1110,AZ,7890 Series GC Getting Started Guide,product
G4600-64400,1120,AZ,GC and GCMS eFamiliarization SW kit,product
8120-6894,1130,AZ,Cable-Assembly Power-Cord 3-Conductor 4.,product
K4607-64000,2010,LI,Partner-only OL CDS ChemStation Ed. SW,product
M8400AA,3000,AZ,OpenLAB CDS Inst. Driver for Agilent GC,product
M8400-64001,3010,AZ,Agilent Instrument Driver for GC - QTY1,product
19091J-413,1040,AZ,"HP-5 30m, 0.32mm, 0.25um",product
G4600-64006,1020,AZ,GC And GC/MS User Manuals and Tools,product
G3440B-US,1010,AZ,7890B Network GC System Custom,product
G3440B,1000,AZ,Agilent 7890B Series GC Custom,product
18710-60170,1030,AZ,FID/TCD performance evaluat. sample kit,product
M077701-5,1000,PT,Mo a Hu C5b-9 (TCC) cl aE11,product
5042-1386,1000,58,"96 Well Plates, 0.5ml, PP 10pk",product
R043701-2,1000,RP,"Rb a Hu Lambda /RPE, Rb F(ab)2",product
5065-4464,1000,BC,Capilar 300Extend-C18 0.3x150mm 3.5um,product
959990-902,1000,BC,"Eclipse Plus C18, 4,6 x 250mm, 5um",product
S169984-2,1000,PT,"TRS, conc x 10",product
204282-100,1000,XF,Reservoir 4 COL PT PYR PP 73ml IRR 25/cs,product
5068-0007,2000,58,"2-pos/6-port, Rotor seal",product
5068-0006,1000,AA,"Stator 2ps/6pt QC, P: C/D",product
CS70530-2,1000,PT,"Dako Toluene-Free Mount Medium, 500 mL",product
5067-5365,1000,UF,Genomic DNA ScreenTape,product
19091S-431UI,1000,JW,"HP-5MS Ultra Inert 15m, 0.25mm, 0.25um",product
122-5512UI,2000,JW,"DB-5MS Ultra Inert 15m, 0.25mm, 0.25um",product
G4260B,1000,29,Agilent 1260 Infinity II ELSD,product
G4260-64200,1010,29,New-1260 Infinity ELSD-Non Cooled,product
G4260-60005,1020,29,1260/1290 ELSD Infinity I Trigger Cable,product
PL0890-0350,1030,29,REMOTE START CABLE,product
PL0880-0310,1040,29,Analog Output Cable,product
G4260-63001,1050,29,1260 ELSD Infinity II Trigger Cable,product
8120-1378,1060,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,1070,74,Up Front Support Services for Hardware,product
H1141H,1080,74,Installation (44K),product
H1142H,1090,74,Familiarization at Installation (44L),product
SYS-LC-1260-E,2000,74,LC 1260 System Enhanced LC Features,product
R26J091,2010,74,CrossLab Qualification OQ,product
R26N091,2020,74,CrossLab Qualification IQ,product
Y520001-8,1000,PT,EBV (EBER) Prb 40Tests PNA FITC RTU,product
M061301-2,1000,PT,"Mo a Hu EMA, cl E29",product
G1531-80620,1000,AA,"Jet,Cap Optimized, high temp,0.47mm ID",product
G7114-64010,1030,29,1260 Infinity II VWD,product
G1314-60186,1050,29,"Standard flow cell VWD,10mm 14ul,RFID",product
H1141H,1090,74,Installation (44K),product
G4800-64600,1060,29,InfinityLab LC Series User Documentation,product
8120-1378,1070,29,Cable Assembly-Power Cord 18AWG 2.3m-LG,product
UP_FRONT_SERVICE_H,1080,74,Up Front Support Services for Hardware,product
H1142H,1100,74,Familiarization at Installation (44L),product
H5913A,2000,74,Zone 4 Travel Charge,product
G7114A,1000,29,1260 Infinity II VW Detector,product
5062-8522,1040,29,Inlet tubing assembly,product
5023-0203,1010,29,Patch Cable Crossover Shielded 3M,product
01046-60105,1020,29,"Cable, Universal Data",product
G1312-87301,1000,AA,"SST Restriction capillary, 0.17mm id",product
01078-87302,2000,AA,"Capillary, 100uL loop",product
AR41030-7,64020,PT,"Artisan - Slide clips, 50 per Box",product
AR1811C-2,64010,PT,Artisan Warthin-Starry Stain Kit,product
AR18111-2,64000,PT,Artisan Warthin-Starry Stain Kit,product
5190-8287,1000,58,"Plomo, 1000 ug/ml, 100 ml",product
G6600-60037,1000,AA,Ceramic Tube Kit for SCD DP Burner,product
G2432A,4000,AA,APCI/APPI Tuning Mix,product
G1367-87012,3000,AA,Low Carry Over Seat 0.12,product
G7129-87017,2000,AA,Seat assembly PEEK 0.17mm,product
5063-6586,1000,AA,Sapphire Piston,product
G1367-87012,5000,AA,Low Carry Over Seat 0.12,product
G1969-85000,6000,AA,ESI-L Low Concentration Tuning Mix 100ml,product
2140-0605,7000,58,"Deuterium lamp, 8453 UV-vis",product
683975-607,1000,BC,"Poroshell Chiral-CD 2.7u, 4.6x150mm",product
GV80011-2,20039,PT,"EnV FLEX, High pH (Dako Omnis)",product
GV80011-2,19039,PT,"EnV FLEX, High pH (Dako Omnis)",product
GV80011-2,18039,PT,"EnV FLEX, High pH (Dako Omnis)",product
GV80011-2,21039,PT,"EnV FLEX, High pH (Dako Omnis)",product
GA50461-2,3000,PT,"FLEX Poly Rb a S100, RTU (Dako Omnis)",product
AR3069B-2,1030,PT,Artisan Gram Yellow Stain Kit Box 2,product
AR3069A-2,1020,PT,Artisan Gram Yellow Stain Kit Box 1,product
AR41030-7,1010,PT,"Artisan - Slide clips, 50 per Box",product
IR07961-2,2000,PT,"FLEX Mab X-H MLH1, cl ES05, RTU, (Link)",product
AR30692-2,1000,PT,Artisan Gram Yellow Stain Kit,product
G2938-80023,2040,UF,Reagents RNA Nano,product
5067-1529,1000,UF,RNA 6000 Nano ladder,product
G2938-80038,1010,UF,RNA 6000 Nano ladder,product
G2938-90402,1020,UF,2100 MSDS Link Tech Note ENG,product
5067-1511,2000,UF,RNA 6000 Nano kit,product
5065-9940,2010,UF,Pre-packed Tubes for RNA-Assays,product
5067-1521,2020,UF,RNA-NANO-25 Chips,product
G2938-90037,2070,UF,Quick Guide RNA 6000 Nano Kit,product
G2938-68706,2030,UF,Syringe Kit,product
G2938-80038,2050,UF,RNA 6000 Nano ladder,product
G2938-90402,2060,UF,2100 MSDS Link Tech Note ENG,product
5067-5584,3000,UF,High Sensitivity D1000 ScreenTape,product
5067-5366,2000,UF,Genomic DNA Reagents,product
5067-5585,1000,UF,High Sensitivity D1000 Reagents,product
UCU321X,1000,58,"Ferrule, Valco compat,SS,1/16in.,10/pk",product
966967-902,1000,BC,"XDB-C18, 4,6x75mm, 3,5um",product
240205,1000,SR,StrataClone PCR Cloning Kit,product
200185,1010,SR,STRATACLONE SOLOPACK,product
240205-5,1020,SR,STRATACLONE PCR CLONING KIT,product
5067-6791,1000,8P,Pressure Sensor 1450 bar,product
123-1065E,1000,JW,"5inch cg DB-1 60m, 0.32mm, 5.00u",product
G7005-60061,1000,AA,"Filament,high temperature EI for GCMS",product
5180-4181,2000,58,"Size 2-006 O-Ring, Fluorocarbon, 12/PK",product
AR30692-2,11009,PT,Artisan Gram Yellow Stain Kit,product
AR17111-2,10009,PT,Artisan Alpha Amylase,product
AR41030-7,6039,PT,"Artisan - Slide clips, 50 per Box",product
AR1651B-2,6029,PT,Artisan PAS Stain Kit Box,product
AR1651A-2,6019,PT,Artisan PAS Stain Kit Box 1,product
AR16511-2,6009,PT,Artisan PAS Stain Kit,product
AR3069B-2,11039,PT,Artisan Gram Yellow Stain Kit Box 2,product
AR3069A-2,11029,PT,Artisan Gram Yellow Stain Kit Box 1,product
AR41030-7,11019,PT,"Artisan - Slide clips, 50 per Box",product
IR62661-2,27039,PT,"FLEX Mono Mo a Hu Ki-67 Ag, cl MIB-1,RT",product
K800621-2,18039,PT,EnV FLEX Ab Diluent,product
S330230-5,19039,PT,Htx 500mL,product
GC80811-2,20039,PT,Htx (Dako Omnis),product
GC10730,21039,PT,"Dako Omnis Mixing strip, 25 pcs",product
IR61461-2,22039,PT,"FLEX Mab a Hu BCL2 OncoProt, cl 124, RT",product
GA51461-2,37039,PT,"FLEX Poly Rb a Hu PSA, RTU (Dako Omnis)",product
GA62661-2,36039,PT,"FLX Mab aHu Ki-67 cl MIB-1, RTU (Omnis)",product
GA61961-2,35039,PT,FLX Moa Hu Cytok 7 OV-TL 12/30 RTU Omnis,product
GA63261-2,34039,PT,FLX Moa Hu CD34 Cl II QBEnd10 RTU Omnis,product
